지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
217,정선군,2020-05-25,17,11.7,413,23,1443
217,정선군,2020-05-26,17.3,13.2,52,25.2,1310
217,정선군,2020-05-27,16.7,10.3,454,24.9,1444
217,정선군,2020-05-28,16.4,10.1,242,24.4,1345
217,정선군,2020-05-29,16.5,10.3,329,26.1,1412
217,정선군,2020-05-30,18.6,10.3,450,29.1,1541
217,정선군,2020-05-31,20.3,10.7,514,29,1436
217,정선군,2020-06-01,19.4,13.5,2358,24.6,1542
217,정선군,2020-06-02,18.9,10.8,516,24.1,1423
217,정선군,2020-06-03,21.6,16.8,500,28.8,1606
217,정선군,2020-06-04,23.7,16.1,208,30,1619
217,정선군,2020-06-05,22.4,16.7,2400,30.6,1600
217,정선군,2020-06-06,21,14.5,417,29.7,1413
217,정선군,2020-06-07,21,12.4,457,30.1,1435
217,정선군,2020-06-08,23.7,15.5,434,33,1529
217,정선군,2020-06-09,25.5,17.1,506,36,1535
217,정선군,2020-06-10,24.9,17.7,514,33.6,1631
217,정선군,2020-06-11,25,19.9,547,33.5,1507
217,정선군,2020-06-12,23.3,18.4,451,28.5,1314
217,정선군,2020-06-13,25.4,18.3,533,34.1,1542
217,정선군,2020-06-14,24.2,20.8,454,29.5,1230
217,정선군,2020-06-15,22.2,17.1,2358,28.9,1436
217,정선군,2020-06-16,21.5,12.9,509,30.8,1559
217,정선군,2020-06-17,22.4,14.3,505,30.1,1553
217,정선군,2020-06-18,21.6,17.9,512,25.3,1218
217,정선군,2020-06-19,19.9,15.7,2350,25.1,1402
217,정선군,2020-06-20,21.2,15.1,427,31.6,1412
217,정선군,2020-06-21,23.6,19,152,32.8,1431
217,정선군,2020-06-22,25.4,18.7,513,35.5,1601
217,정선군,2020-06-23,25.7,17.7,415,35.7,1442
217,정선군,2020-06-24,20.6,17.4,2242,24.2,1126
217,정선군,2020-06-25,20.2,17.7,1,22.7,1337
217,정선군,2020-06-26,20.6,18.5,2359,23.7,1645
217,정선군,2020-06-27,21.3,17.7,307,27.2,1518
217,정선군,2020-06-28,22,16.8,353,29.1,1307
217,정선군,2020-06-29,21.7,18.6,2215,26.8,1356
217,정선군,2020-06-30,19.9,16.3,2358,23,1418
217,정선군,2020-07-01,18.2,15.6,453,23.2,1548
217,정선군,2020-07-02,21.6,15.7,515,29.4,1359
217,정선군,2020-07-03,20.9,16.1,2224,26.6,1107
217,정선군,2020-07-04,21.3,15.2,358,28.2,1549
217,정선군,2020-07-05,22.2,16.4,357,28.8,1638
217,정선군,2020-07-06,23.3,17.7,457,30.7,1523
217,정선군,2020-07-07,23.2,18.8,404,28.6,1550
217,정선군,2020-07-08,24.2,18,330,31.4,1416
217,정선군,2020-07-09,23.8,19.3,458,30.9,1544
217,정선군,2020-07-10,22.8,18.9,115,29.6,1530
217,정선군,2020-07-11,22.3,19.5,2259,26.4,1346
217,정선군,2020-07-12,20.3,16.7,2339,25.1,1341
217,정선군,2020-07-13,17.9,16,335,19.6,1221
217,정선군,2020-07-14,18.4,15.6,446,21.5,1614
217,정선군,2020-07-15,19,15.7,435,26.3,1635
217,정선군,2020-07-16,21,15.4,637,30.9,1512
217,정선군,2020-07-17,22.5,15.5,521,31.4,1402
217,정선군,2020-07-18,22.4,17,252,31.6,1400
217,정선군,2020-07-19,22.3,17.2,509,28.4,1416
217,정선군,2020-07-20,24,22.4,2358,26.7,53
217,정선군,2020-07-21,24.8,19.1,542,32.2,1540
217,정선군,2020-07-22,22.6,20.4,104,27.4,1406
217,정선군,2020-07-23,20.3,18.1,2223,22.9,1208
217,정선군,2020-07-24,20.6,18.6,34,24,1341
217,정선군,2020-07-25,21.6,19,430,25.3,1521
217,정선군,2020-07-26,22.3,17.8,556,28.3,1505
217,정선군,2020-07-27,21.7,19.5,301,26.5,1104
217,정선군,2020-07-28,21.5,19.5,405,25,1457
217,정선군,2020-07-29,21.7,19.5,512,27.1,1543
217,정선군,2020-07-30,22.6,19.6,2340,27.5,1407
217,정선군,2020-07-31,24,18.3,543,31.2,1310
217,정선군,2020-08-01,23.9,21,644,29.3,1246
217,정선군,2020-08-02,23,21.4,2310,26,1702
217,정선군,2020-08-03,23.1,21,1451,25.5,522
217,정선군,2020-08-04,25.1,21.9,2352,29.3,1544
217,정선군,2020-08-05,22.5,21.1,2327,24.9,1349
217,정선군,2020-08-06,23,20.2,2359,25.2,1425
217,정선군,2020-08-07,21.2,19,605,25.4,1247
217,정선군,2020-08-08,21.4,19.4,348,24.6,954
217,정선군,2020-08-09,22.7,20.1,355,25.8,1523
217,정선군,2020-08-10,23.8,20.7,148,27.3,1336
217,정선군,2020-08-11,23,20,2357,26.6,1638
217,정선군,2020-08-12,24.9,19.5,203,31.2,1415
217,정선군,2020-08-13,25.6,21.2,540,29.4,1403
217,정선군,2020-08-14,26.6,24.6,23,28.9,1257
217,정선군,2020-08-15,24.5,22,2308,26.9,108
217,정선군,2020-08-16,25.1,21.4,325,30.5,1416
217,정선군,2020-08-17,26.1,20.6,630,32.9,1420
217,정선군,2020-08-18,26.2,22.1,254,33.3,1527
217,정선군,2020-08-19,25.8,21.7,512,33.1,1539
217,정선군,2020-08-20,26.1,20.9,646,33,1452
217,정선군,2020-08-21,25,23,2355,31.5,1311
217,정선군,2020-08-22,24.2,20.2,2320,30.3,1313
217,정선군,2020-08-23,22.4,19.3,302,28.3,1337
217,정선군,2020-08-24,24.3,19.6,527,31.1,1316
217,정선군,2020-08-25,26.6,21.7,610,34.1,1530
217,정선군,2020-08-26,26.9,22.8,150,31.9,1154
217,정선군,2020-08-27,26.1,23.2,408,31.6,1317
217,정선군,2020-08-28,27,23.8,449,32.2,1317
217,정선군,2020-08-29,26.2,23.6,433,31.6,1447
217,정선군,2020-08-30,24.3,22.2,2201,27.9,946
217,정선군,2020-08-31,23.2,19.4,2355,26.4,1305
217,정선군,2020-09-01,23.3,18.3,408,28.7,1558
217,정선군,2020-09-02,23.1,22.2,205,25.5,1454
217,정선군,2020-09-03,22.4,20.2,1011,25,559
217,정선군,2020-09-04,20.9,16.1,2321,26.6,1505
217,정선군,2020-09-05,18.2,15.5,251,21.9,1603
217,정선군,2020-09-06,17.8,15.2,2354,22,1216
217,정선군,2020-09-07,19.5,15.4,1,23.9,1117
217,정선군,2020-09-08,21,17.8,2344,25.2,1600
217,정선군,2020-09-09,19.6,16.3,2257,24.7,1306
217,정선군,2020-09-10,19.3,16,235,25.7,1514
217,정선군,2020-09-11,19.2,16.6,532,22.9,1338
217,정선군,2020-09-12,17.7,16.3,423,19.9,1244
217,정선군,2020-09-13,18.1,14.7,649,22.6,1311
217,정선군,2020-09-14,19,15.6,1,24.8,1238
217,정선군,2020-09-15,19.3,15.7,606,26.1,1331
217,정선군,2020-09-16,19.5,17.3,537,26.4,1245
217,정선군,2020-09-17,18.8,16.1,2358,22.6,1411
217,정선군,2020-09-18,17.9,13.8,2354,23.4,1334
217,정선군,2020-09-19,16.5,12,426,23.4,1510
217,정선군,2020-09-20,14.8,9.7,2356,22.7,1518
217,정선군,2020-09-21,14.6,8.2,335,23.1,1420
217,정선군,2020-09-22,14.7,11,2359,21.9,1448
217,정선군,2020-09-23,14.9,10,548,19.2,1509
217,정선군,2020-09-24,16.1,13.5,2335,20.1,1449
217,정선군,2020-09-25,17,13.7,1,20.1,1426
217,정선군,2020-09-26,16.6,13.9,2359,19.7,1403
217,정선군,2020-09-27,15.8,11,2301,22.4,1425
217,정선군,2020-09-28,14.3,10.1,635,24.2,1341
217,정선군,2020-09-29,15,10.3,613,23.3,1333
217,정선군,2020-09-30,16.9,13.1,702,22.9,1249
217,정선군,2020-10-01,17.3,13.6,412,23.1,1408
217,정선군,2020-10-02,17.9,14.7,202,22.9,1412
217,정선군,2020-10-03,16.2,14.9,712,20.1,1432
217,정선군,2020-10-04,16.2,11,2359,19.9,1524
217,정선군,2020-10-05,10.7,5.8,540,16.6,1247
217,정선군,2020-10-06,10.1,5.6,306,19.2,1448
217,정선군,2020-10-07,11.5,6.8,528,17.3,1131
217,정선군,2020-10-08,13.6,7.9,519,18.6,1328
217,정선군,2020-10-09,15.8,13.6,35,18.7,1323
217,정선군,2020-10-10,13.6,10.1,627,17.8,1353
217,정선군,2020-10-11,13.3,7.7,456,20,1249
217,정선군,2020-10-12,15.2,10.6,336,25.1,1250
217,정선군,2020-10-13,12.5,7.5,2345,18.5,1509
217,정선군,2020-10-14,9.9,5.3,2355,17.5,1429
217,정선군,2020-10-15,9.6,4.3,512,18.8,1403
217,정선군,2020-10-16,8.8,3.4,447,16.1,1510
217,정선군,2020-10-17,9.5,5,536,18.6,1440
217,정선군,2020-10-18,8.7,2.9,332,19,1505
217,정선군,2020-10-19,9.7,3.6,358,21.1,1340
217,정선군,2020-10-20,10.4,5.6,204,21.4,1333
217,정선군,2020-10-21,9.3,5.4,319,14.6,1640
217,정선군,2020-10-22,11,6.5,624,16.6,1326
217,정선군,2020-10-23,7.6,2.7,622,14.4,1408
217,정선군,2020-10-24,7,-1.3,657,12.9,1258
217,정선군,2020-10-25,8.8,1.2,639,18.1,1336
217,정선군,2020-10-26,8.7,.8,610,19.6,1441
217,정선군,2020-10-27,9.8,2.4,539,20.1,1451
217,정선군,2020-10-28,10.8,4.4,2357,20,1342
217,정선군,2020-10-29,7.6,.2,621,17.2,1402
217,정선군,2020-10-30,8.2,.8,645,16.7,1243
217,정선군,2020-10-31,8.7,2.9,302,16.1,1405
217,정선군,2020-11-01,10.2,8.3,257,12.3,1038
217,정선군,2020-11-02,8.6,2.3,2258,15.3,1321
217,정선군,2020-11-03,4.4,1.5,2357,6.8,1358
217,정선군,2020-11-04,2.7,-1.5,714,10.2,1448
217,정선군,2020-11-05,5.8,-4,654,15.8,1451
217,정선군,2020-11-06,11.4,6,527,16.3,1340
217,정선군,2020-11-07,13,8.9,354,17.8,1243
217,정선군,2020-11-08,9.5,3.2,2359,14,1215
217,정선군,2020-11-09,4.1,-3,709,8.9,1338
217,정선군,2020-11-10,3.8,-2.1,704,12,1448
217,정선군,2020-11-11,4.2,-3,653,15.8,1416
217,정선군,2020-11-12,5.6,-2.6,708,16.9,1357
217,정선군,2020-11-13,6.6,-.7,713,17,1353
217,정선군,2020-11-14,6.8,1.4,309,16.6,1447
217,정선군,2020-11-15,7.2,.4,636,16.6,1356
217,정선군,2020-11-16,8.8,1.8,753,17.9,1340
217,정선군,2020-11-17,11.4,3.9,608,18.2,1414
217,정선군,2020-11-18,14.4,11.3,711,18.6,1514
217,정선군,2020-11-19,15.3,9.4,2341,21.2,929
217,정선군,2020-11-20,4.7,.2,2357,9.4,1
217,정선군,2020-11-21,4.7,-1.3,247,11.1,1405
217,정선군,2020-11-22,6.2,3.4,2358,8.3,1445
217,정선군,2020-11-23,1.6,-2.1,2256,6.3,1456
217,정선군,2020-11-24,1.6,-3.1,219,8.4,1515
217,정선군,2020-11-25,1.7,-2.8,634,8.9,1254
217,정선군,2020-11-26,3.1,-2.5,722,11.4,1344
217,정선군,2020-11-27,3.5,-.6,2347,7.9,1257
217,정선군,2020-11-28,-.2,-2.1,2102,4,1407
217,정선군,2020-11-29,-.8,-4.9,730,2.4,1246
217,정선군,2020-11-30,-1.5,-5.7,716,5,1406
217,정선군,2020-12-01,-1.6,-8.2,730,5.9,1404
217,정선군,2020-12-02,-.8,-3.8,2333,3.7,1532
217,정선군,2020-12-03,-1.8,-5.9,729,5.4,1314
217,정선군,2020-12-04,-3.4,-9,713,3.5,1313
217,정선군,2020-12-05,-1.2,-7.5,659,5.4,1315
217,정선군,2020-12-06,.8,-4.6,743,7,1330
217,정선군,2020-12-07,2.2,-2.3,1,6.7,1255
217,정선군,2020-12-08,-2.6,-6.7,2359,3.6,1311
217,정선군,2020-12-09,-2.4,-9.8,735,5.5,1307
217,정선군,2020-12-10,2.5,-2.2,613,8.5,1401
217,정선군,2020-12-11,2.7,-1.2,748,7.5,1244
217,정선군,2020-12-12,1.4,-2.8,2318,5.6,1431
217,정선군,2020-12-13,-2.6,-5.6,2252,.2,1707
217,정선군,2020-12-14,-8.6,-12.4,2349,-3.7,1250
217,정선군,2020-12-15,-11.3,-17.5,758,-5.8,1307
217,정선군,2020-12-16,-11.3,-17,758,-4.4,1310
217,정선군,2020-12-17,-10.4,-17.8,808,-2.5,1239
217,정선군,2020-12-18,-4.1,-10.8,1,1.3,1346
217,정선군,2020-12-19,-8,-13.8,749,.2,1226
217,정선군,2020-12-20,-7.9,-14.6,751,0,1259
217,정선군,2020-12-21,-6.1,-13.5,742,2,1303
217,정선군,2020-12-22,-3.9,-10,503,2.6,1531
217,정선군,2020-12-23,-.2,-8,500,5.4,1428
217,정선군,2020-12-24,2.9,-1.7,2356,6.5,1200
217,정선군,2020-12-25,-2.8,-6,2351,.5,1126
217,정선군,2020-12-26,-.5,-6.3,106,5,1416
217,정선군,2020-12-27,.1,-4.2,18,7.4,1458
217,정선군,2020-12-28,1.6,-2.6,49,9.9,1309
217,정선군,2020-12-29,-.3,-5,611,7.2,1324
217,정선군,2020-12-30,-9.3,-13,2354,-.7,1
217,정선군,2020-12-31,-9.9,-15.5,723,-4.1,1500
217,정선군,2021-01-01,-5.5,-10.9,730,-.6,1504
217,정선군,2021-01-02,-4.5,-7.3,2236,-.5,1232
217,정선군,2021-01-03,-5.4,-9.5,758,-1.1,1311
217,정선군,2021-01-04,-3.8,-10.8,802,1,1333
217,정선군,2021-01-05,-4.6,-11.9,2355,-1,1128
217,정선군,2021-01-06,-9.9,-16.5,737,-4.1,1507
217,정선군,2021-01-07,-13.7,-16.6,819,-6.7,102
217,정선군,2021-01-08,-14.3,-18.9,759,-10.2,1209
217,정선군,2021-01-09,-12.9,-17.6,745,-7.5,1340
217,정선군,2021-01-10,-10.5,-17.5,733,-3.8,1553
217,정선군,2021-01-11,-10.5,-15.8,632,-4.7,1519
217,정선군,2021-01-12,-6.9,-15.9,741,-.1,1341
217,정선군,2021-01-13,1.5,-4.3,29,6.1,1556
217,정선군,2021-01-14,-.5,-5.8,749,7.4,1419
217,정선군,2021-01-15,1.8,-6.4,312,10,1738
217,정선군,2021-01-16,-2.3,-6.8,2345,3.8,1
217,정선군,2021-01-17,-6.5,-11,737,-2,1245
217,정선군,2021-01-18,-5.3,-9.1,2318,-1.8,1535
217,정선군,2021-01-19,-9.8,-17,758,-1,1404
217,정선군,2021-01-20,-6.8,-15,712,4.2,1456
217,정선군,2021-01-21,-.5,-9.3,508,8.6,1451
217,정선군,2021-01-22,5.3,1.3,337,11.8,1410
217,정선군,2021-01-23,4.3,3.2,1848,5.5,1
217,정선군,2021-01-24,3.5,-1.5,2357,10.1,1333
217,정선군,2021-01-25,2.8,-1.6,4,10.5,1508
217,정선군,2021-01-26,1.8,-.4,155,5.3,1903
217,정선군,2021-01-27,.9,-3.1,2346,7.1,1326
217,정선군,2021-01-28,-4.4,-9.6,2355,3,1116
217,정선군,2021-01-29,-9.1,-13.1,729,-4.1,1356
217,정선군,2021-01-30,-5.5,-12.6,338,2.8,1521
217,정선군,2021-01-31,-2.7,-11.2,747,8,1434
217,정선군,2021-02-01,3.4,-3.4,58,8.3,1531
217,정선군,2021-02-02,-4.1,-6.4,2400,3,1
217,정선군,2021-02-03,-4.2,-10.1,742,1.2,1431
217,정선군,2021-02-04,-1.9,-6.4,704,1.8,1312
217,정선군,2021-02-05,-.9,-7.1,308,5.6,1450
217,정선군,2021-02-06,3.8,-2.9,350,8.5,1532
217,정선군,2021-02-07,4.2,-1.9,2359,9.5,1228
217,정선군,2021-02-08,-2.6,-5.7,644,.9,1225
217,정선군,2021-02-09,-2,-8.3,711,4.3,1443
217,정선군,2021-02-10,-.2,-7.6,741,6,1513
217,정선군,2021-02-11,2.1,-5.2,731,12.5,1520
217,정선군,2021-02-12,2.9,-3.9,734,15.2,1506
217,정선군,2021-02-13,2.9,-5.3,721,16.2,1520
217,정선군,2021-02-14,5.2,-1.8,407,13.4,1419
217,정선군,2021-02-15,1.5,-5.2,2400,6.6,1158
217,정선군,2021-02-16,-5.6,-8.1,641,-2.3,1405
217,정선군,2021-02-17,-9,-11.4,707,-5.9,1328
217,정선군,2021-02-18,-7.2,-12.9,612,-1.1,1447
217,정선군,2021-02-19,0,-9.3,738,7,1517
217,정선군,2021-02-20,7,-.1,2354,14.7,1339
217,정선군,2021-02-21,9.5,-3.2,721,19.2,1440
217,정선군,2021-02-22,9.9,2.6,2358,17.8,1300
217,정선군,2021-02-23,1.2,-3.9,2351,8,1519
217,정선군,2021-02-24,1,-5.4,714,11.5,1533
217,정선군,2021-02-25,1.4,-4.6,558,8.2,1558
217,정선군,2021-02-26,4.1,-2.6,645,10.6,1328
217,정선군,2021-02-27,4.3,-1.9,2355,9.5,1449
217,정선군,2021-02-28,5.3,-4.3,457,15,1336
217,정선군,2021-03-01,3,-1.1,2258,6.6,1
217,정선군,2021-03-02,-.8,-6,2400,2.8,1318
217,정선군,2021-03-03,-.1,-6.9,116,6.7,1338
217,정선군,2021-03-04,2,-3.2,335,9,1442
217,정선군,2021-03-05,4.2,-1.5,220,15.8,1537
217,정선군,2021-03-06,1.2,-.3,1839,4.9,550
217,정선군,2021-03-07,4.4,.1,659,11.5,1531
217,정선군,2021-03-08,3.8,-2.1,454,13.7,1500
217,정선군,2021-03-09,5.8,-1.3,239,14.5,1540
217,정선군,2021-03-10,6.1,-1.2,412,17,1524
217,정선군,2021-03-11,7.4,-1.8,656,18.3,1543
217,정선군,2021-03-12,6.8,4.6,401,9.3,1511
217,정선군,2021-03-13,8.6,3,712,14.9,1350
217,정선군,2021-03-14,7.3,.6,706,14.9,1454
217,정선군,2021-03-15,8.8,-.4,607,15.2,1522
221,제천,2020-03-10,7.4,3.5,2358,10.6,122
221,제천,2020-03-11,2.7,-2.1,2337,7.9,1521
221,제천,2020-03-12,4.4,-5.5,559,14.2,1403
221,제천,2020-03-13,5.4,-1.7,2358,11.6,1312
221,제천,2020-03-14,3,-4.8,638,8.9,1330
221,제천,2020-03-15,2.7,-2.9,2343,8.6,1426
221,제천,2020-03-16,2.4,-5.6,701,9,1546
221,제천,2020-03-17,2.2,-1.7,432,7.5,1736
221,제천,2020-03-18,5.2,-4.2,615,16.2,1609
221,제천,2020-03-19,5.9,-1.6,618,13.7,903
221,제천,2020-03-20,7,.3,2346,14.4,1547
221,제천,2020-03-21,11.7,-.8,224,20.1,1559
221,제천,2020-03-22,11.5,2.9,2357,18.6,1334
221,제천,2020-03-23,8.3,-2.2,639,16.3,1441
221,제천,2020-03-24,7.6,-1.1,649,16.8,1550
221,제천,2020-03-25,10.1,-1,516,20.5,1558
221,제천,2020-03-26,12.3,2.2,635,22.5,1416
221,제천,2020-03-27,11.1,4.8,2359,14.5,1010
221,제천,2020-03-28,5.9,-.1,624,11.9,1446
221,제천,2020-03-29,6.7,-2.6,614,14.2,1604
221,제천,2020-03-30,8.8,.2,603,17.3,1614
221,제천,2020-03-31,9.6,-.8,620,18.8,1513
221,제천,2020-04-01,9.7,3,2357,17.8,1517
221,제천,2020-04-02,7.1,-2.1,536,16.7,1521
221,제천,2020-04-03,8.3,-2.9,604,17.2,1411
221,제천,2020-04-04,6.8,.1,616,14.4,1525
221,제천,2020-04-05,4.8,-4.5,554,14.1,1409
221,제천,2020-04-06,7.5,-4.1,555,16.7,1518
221,제천,2020-04-07,9.8,-.8,622,18,1509
221,제천,2020-04-08,7.3,-1.1,557,14.4,1407
221,제천,2020-04-09,7,-2.6,607,15.1,1550
221,제천,2020-04-10,9.2,2,403,14.4,1354
221,제천,2020-04-11,8.8,1.6,607,15.3,1334
221,제천,2020-04-12,7,-.8,532,13.5,1224
221,제천,2020-04-13,8,1.2,2339,16.3,1554
221,제천,2020-04-14,10,-2.3,608,20.8,1407
221,제천,2020-04-15,12,-.1,600,21.3,1427
221,제천,2020-04-16,13.8,6.1,548,21.3,1517
221,제천,2020-04-17,9.6,5.7,2400,14,1431
221,제천,2020-04-18,11,5.6,4,17.5,1630
221,제천,2020-04-19,9.5,5.7,244,14.5,1424
221,제천,2020-04-20,9.1,6.7,2357,13.3,1223
221,제천,2020-04-21,5.6,1.7,448,10.8,1258
221,제천,2020-04-22,5.1,2.2,553,8.4,1117
221,제천,2020-04-23,6,-.9,545,13.1,1400
221,제천,2020-04-24,7.9,-1.5,518,15.2,1444
221,제천,2020-04-25,12,.2,440,20.7,1344
221,제천,2020-04-26,10.5,2.1,525,17.4,1507
221,제천,2020-04-27,9.1,.8,549,15.6,1616
221,제천,2020-04-28,10.8,0,600,19.8,1535
221,제천,2020-04-29,13.9,4,617,22.3,1542
221,제천,2020-04-30,15,3,552,24.6,1505
221,제천,2020-05-01,20.5,13.1,22,28.5,1604
221,제천,2020-05-02,20.5,14.3,103,25,1543
221,제천,2020-05-03,16.8,13,504,21.2,1637
221,제천,2020-05-04,19.1,12.2,115,26.3,1532
221,제천,2020-05-05,15.7,10.7,2207,22.2,1143
221,제천,2020-05-06,16.9,10.5,537,25.4,1519
221,제천,2020-05-07,16.5,6.6,506,24.1,1515
221,제천,2020-05-08,17,6.6,606,25.2,1432
221,제천,2020-05-09,14.8,13.2,231,16.4,1632
221,제천,2020-05-10,14.2,11.8,534,16.7,1652
221,제천,2020-05-11,16.7,12.2,2322,22.7,1415
221,제천,2020-05-12,14.4,10.4,2355,19.4,1323
221,제천,2020-05-13,13.9,5.5,526,21.7,1541
221,제천,2020-05-14,17,6.4,308,25.8,1535
221,제천,2020-05-15,14.4,13.4,2155,18.4,131
221,제천,2020-05-16,16.8,13.4,441,21.4,1615
221,제천,2020-05-17,20.1,14.4,534,26.5,1614
221,제천,2020-05-18,19,14.5,2327,24.1,1410
221,제천,2020-05-19,11.3,7.6,2340,14.7,4
221,제천,2020-05-20,10.6,5.2,522,15.1,1444
221,제천,2020-05-21,14.1,5.3,535,21.5,1539
221,제천,2020-05-22,16.6,10.9,327,23.2,1444
221,제천,2020-05-23,18.5,13.5,439,25,1439
221,제천,2020-05-24,17.5,12.6,2359,22.8,1508
221,제천,2020-05-25,14.6,10.5,431,18.7,1536
221,제천,2020-05-26,17.7,12.4,329,24.2,1442
221,제천,2020-05-27,16.9,10.4,517,23.6,1611
221,제천,2020-05-28,16.4,9.4,431,23.8,1420
221,제천,2020-05-29,17.5,9.9,530,25.9,1631
221,제천,2020-05-30,19.7,12,453,28.5,1621
221,제천,2020-05-31,20.8,12,531,28.2,1412
221,제천,2020-06-01,18.9,12.3,2348,24.5,1406
221,제천,2020-06-02,18.1,10.8,302,23.2,1538
221,제천,2020-06-03,20.8,16.1,431,27,1618
221,제천,2020-06-04,23.6,17.1,346,29.4,1543
221,제천,2020-06-05,23.1,17.6,519,29.1,1506
221,제천,2020-06-06,22.3,16.5,524,28.6,1406
221,제천,2020-06-07,21.3,14.6,303,28.5,1513
221,제천,2020-06-08,23.7,16.8,409,31.3,1518
221,제천,2020-06-09,25.2,17.2,528,33.9,1507
221,제천,2020-06-10,25.1,18.3,347,32.8,1316
221,제천,2020-06-11,24.9,20.2,447,31.3,1458
221,제천,2020-06-12,23.3,19.6,445,27.9,1419
221,제천,2020-06-13,24.3,17.9,516,31.3,1516
221,제천,2020-06-14,23,20.3,2359,27.4,1358
221,제천,2020-06-15,21.4,15,516,27.5,1509
221,제천,2020-06-16,21,13.5,504,28.2,1526
221,제천,2020-06-17,22.5,15.3,518,28.9,1449
221,제천,2020-06-18,20.4,16.9,2323,23.4,1658
221,제천,2020-06-19,21.3,16.6,37,27.6,1415
221,제천,2020-06-20,23.1,16.1,441,29.3,1616
221,제천,2020-06-21,24.7,20,605,31.4,1533
221,제천,2020-06-22,25.2,18.1,442,33.6,1544
221,제천,2020-06-23,25.6,19.6,315,32.9,1523
221,제천,2020-06-24,20.5,18.3,1924,23.5,137
221,제천,2020-06-25,20.1,18.6,408,22.2,1527
221,제천,2020-06-26,20.4,18.4,816,24.7,1714
221,제천,2020-06-27,21.6,17.5,313,27.2,1522
221,제천,2020-06-28,22.6,16.5,507,29.1,1546
221,제천,2020-06-29,21.5,17.2,516,25.7,1313
221,제천,2020-06-30,19.8,16.9,2350,23.4,1116
221,제천,2020-07-01,18.2,15.1,2356,22.4,1648
221,제천,2020-07-02,22.2,15.2,1,29.1,1545
221,제천,2020-07-03,20.6,17.2,2250,25.1,1330
221,제천,2020-07-04,21,16.1,455,27.3,1431
221,제천,2020-07-05,22.1,16.4,458,27.8,1553
221,제천,2020-07-06,23,17,528,29.2,1350
221,제천,2020-07-07,23,20,104,27.3,1327
221,제천,2020-07-08,24.3,17.9,517,30.3,1447
221,제천,2020-07-09,25,19,451,31.2,1517
221,제천,2020-07-10,23.8,20.2,6,28.7,1605
221,제천,2020-07-11,23.4,19.3,431,28,1459
221,제천,2020-07-12,20.5,17.7,2343,24,1331
221,제천,2020-07-13,17.9,16.4,355,19,2358
221,제천,2020-07-14,19.2,16.4,523,22.4,1534
221,제천,2020-07-15,19.8,16.5,450,25.4,1625
221,제천,2020-07-16,21.9,16.5,17,28.3,1435
221,제천,2020-07-17,23.5,18.5,535,30,1517
221,제천,2020-07-18,23.1,18.3,543,29,1325
221,제천,2020-07-19,23,18.3,342,26.8,1501
221,제천,2020-07-20,23.4,21.2,2324,25.7,1054
221,제천,2020-07-21,23.9,20.1,230,29.5,1358
221,제천,2020-07-22,22.2,20.6,122,24.3,1256
221,제천,2020-07-23,20.1,17.8,2354,22,1119
221,제천,2020-07-24,20.9,17.7,22,22.5,1153
221,제천,2020-07-25,22.5,19.5,345,26.5,1425
221,제천,2020-07-26,22.9,19.3,331,26.8,1351
221,제천,2020-07-27,22.7,20.3,456,26,1458
221,제천,2020-07-28,22.4,20.1,430,25.5,1509
221,제천,2020-07-29,22.7,20.4,853,26,1429
221,제천,2020-07-30,23.1,21.2,2317,26.9,1534
221,제천,2020-07-31,24.5,20.2,200,29.9,1257
221,제천,2020-08-01,24.5,21.4,500,28.8,1214
221,제천,2020-08-02,23,21.8,432,26.6,1423
221,제천,2020-08-03,22.8,21.7,2039,24.9,440
221,제천,2020-08-04,25.4,21.8,100,30.4,1457
221,제천,2020-08-05,24,22.4,517,25.8,1715
221,제천,2020-08-06,23.4,21.6,2332,24.9,1212
221,제천,2020-08-07,21.9,20.7,2121,24.6,1259
221,제천,2020-08-08,21.8,19.8,535,22.9,1711
221,제천,2020-08-09,23.5,21.5,158,26.7,1542
221,제천,2020-08-10,24.1,20.9,228,28.5,1258
221,제천,2020-08-11,23.4,22.1,2140,24.9,643
221,제천,2020-08-12,24.8,21.6,123,30.5,1351
221,제천,2020-08-13,26.6,23.1,559,30.6,1503
221,제천,2020-08-14,27.1,24.4,111,30.3,1558
221,제천,2020-08-15,25.4,23.6,2347,26.8,1150
221,제천,2020-08-16,25.9,22.6,2352,30.5,1623
221,제천,2020-08-17,25.8,21.4,352,31.3,1513
221,제천,2020-08-18,25,21.3,300,31.2,1425
221,제천,2020-08-19,25.2,20.6,314,31.8,1557
221,제천,2020-08-20,25.5,20.2,408,32.5,1600
221,제천,2020-08-21,26.2,22.1,422,32.1,1536
221,제천,2020-08-22,24.5,20.2,2238,28.6,1248
221,제천,2020-08-23,22.7,18.9,516,29.1,1552
221,제천,2020-08-24,24.7,19.1,124,31.1,1306
221,제천,2020-08-25,26.7,21.2,550,33.4,1409
221,제천,2020-08-26,27.1,22.8,534,31.9,1514
221,제천,2020-08-27,26.6,24.2,324,30.8,1435
221,제천,2020-08-28,26.6,23.5,2050,32.5,1624
221,제천,2020-08-29,25.4,23.4,616,29.9,1231
221,제천,2020-08-30,24.8,23.3,2358,29,1324
221,제천,2020-08-31,24.3,21,2356,28.1,1249
221,제천,2020-09-01,23.5,18.3,547,28,1510
